,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Unnamed: 0
147,,,Azad Jammu and Kashmir,Pakistan,2021-01-22 05:22:10,34.027401,73.947253,8753,248,8209.0,296.0,"Azad Jammu and Kashmir, Pakistan",216.3710279860957,2.8333142922426595,140.0
148,,,Balochistan,Pakistan,2021-01-22 05:22:10,28.328492,65.898403,18696,192,18205.0,299.0,"Balochistan, Pakistan",151.4531924090649,1.0269576379974326,141.0
149,,,Gilgit-Baltistan,Pakistan,2021-01-22 05:22:10,35.792146,74.982138,4899,102,4765.0,32.0,"Gilgit-Baltistan, Pakistan",483.3343857045888,2.082057562767912,142.0
150,,,Islamabad,Pakistan,2021-01-22 05:22:10,33.665087,73.121219,40548,461,38414.0,1673.0,"Islamabad, Pakistan",2020.7597833519053,1.1369241392917036,143.0
151,,,Khyber Pakhtunkhwa,Pakistan,2021-01-22 05:22:10,34.485332,72.09169,64651,1823,59613.0,3215.0,"Khyber Pakhtunkhwa, Pakistan",211.8081911725936,2.819755301542126,144.0
152,,,Punjab,Pakistan,2021-01-22 05:22:10,30.811346,72.13913199999998,152158,4523,136645.0,10990.0,"Punjab, Pakistan",138.3098104485309,2.97256798853823,145.0
153,,,Sindh,Pakistan,2021-01-22 05:22:10,26.009446,68.77680699999999,239186,3855,216920.0,18411.0,"Sindh, Pakistan",499.4899245293792,1.6117164048063013,146.0
154,,,Azad Jammu and Kashmir,Pakistan,2021-01-23 05:22:03,34.027401,73.947253,8770,252,8227.0,291.0,"Azad Jammu and Kashmir, Pakistan",216.79126190312567,2.8734321550741164,147.0
155,,,Balochistan,Pakistan,2021-01-23 05:22:03,28.328492,65.898403,18715,192,18235.0,288.0,"Balochistan, Pakistan",151.6071082550091,1.0259150414106333,148.0
156,,,Gilgit-Baltistan,Pakistan,2021-01-23 05:22:03,35.792146,74.982138,4899,102,4765.0,32.0,"Gilgit-Baltistan, Pakistan",483.3343857045888,2.082057562767912,149.0
157,,,Islamabad,Pakistan,2021-01-23 05:22:03,33.665087,73.121219,40629,463,38534.0,1632.0,"Islamabad, Pakistan",2024.796518639749,1.1395801028821777,150.0
158,,,Khyber Pakhtunkhwa,Pakistan,2021-01-23 05:22:03,34.485332,72.09169,64945,1826,59897.0,3222.0,"Khyber Pakhtunkhwa, Pakistan",212.7713875377657,2.8116098236969744,151.0
159,,,Punjab,Pakistan,2021-01-23 05:22:03,30.811346,72.13913199999998,152925,4537,136987.0,11401.0,"Punjab, Pakistan",139.00700431683902,2.966813797613209,152.0
160,,,Sindh,Pakistan,2021-01-23 05:22:03,26.009446,68.77680699999999,239935,3875,217863.0,18197.0,"Sindh, Pakistan",501.0540543424639,1.6150207347823369,153.0
161,,,Azad Jammu and Kashmir,Pakistan,2021-01-24 05:22:35,34.027401,73.947253,8795,254,8246.0,295.0,"Azad Jammu and Kashmir, Pakistan",217.4092529575816,2.8880045480386585,154.0
162,,,Balochistan,Pakistan,2021-01-24 05:22:35,28.328492,65.898403,18736,193,18248.0,295.0,"Balochistan, Pakistan",151.77722576894735,1.0301024765157984,155.0
163,,,Gilgit-Baltistan,Pakistan,2021-01-24 05:22:35,35.792146,74.982138,4901,102,4770.0,29.0,"Gilgit-Baltistan, Pakistan",483.5317053150009,2.0812079167516835,156.0
164,,,Islamabad,Pakistan,2021-01-24 05:22:35,33.665087,73.121219,40713,465,38637.0,1611.0,"Islamabad, Pakistan",2028.9827626419583,1.1421413307788666,157.0
165,,,Khyber Pakhtunkhwa,Pakistan,2021-01-24 05:22:35,34.485332,72.09169,65287,1832,60222.0,3233.0,"Khyber Pakhtunkhwa, Pakistan",213.8918404523537,2.806071652855852,158.0
166,,,Punjab,Pakistan,2021-01-24 05:22:35,30.811346,72.13913199999998,153410,4561,137678.0,11171.0,"Punjab, Pakistan",139.44786354256186,2.973078678052278,159.0
167,,,Sindh,Pakistan,2021-01-24 05:22:35,26.009446,68.77680699999999,240570,3888,218688.0,17994.0,"Sindh, Pakistan",502.3801190037575,1.616161616161616,160.0
168,,,Azad Jammu and Kashmir,Pakistan,2021-01-25 05:22:16,34.027401,73.947253,8825,256,8261.0,308.0,"Azad Jammu and Kashmir, Pakistan",218.15084222292865,2.9008498583569406,161.0
169,,,Balochistan,Pakistan,2021-01-25 05:22:16,28.328492,65.898403,18750,193,18284.0,273.0,"Balochistan, Pakistan",151.89063744490622,1.0293333333333334,162.0
170,,,Gilgit-Baltistan,Pakistan,2021-01-25 05:22:16,35.792146,74.982138,4902,102,4770.0,30.0,"Gilgit-Baltistan, Pakistan",483.6303651202072,2.08078335373317,163.0
171,,,Islamabad,Pakistan,2021-01-25 05:22:16,33.665087,73.121219,40815,468,38737.0,1610.0,"Islamabad, Pakistan",2034.0660589303543,1.1466372657111357,164.0
172,,,Khyber Pakhtunkhwa,Pakistan,2021-01-25 05:22:16,34.485332,72.09169,65532,1839,60476.0,3217.0,"Khyber Pakhtunkhwa, Pakistan",214.6945040899972,2.8062625892693647,165.0
173,,,Punjab,Pakistan,2021-01-25 05:22:16,30.811346,72.13913199999998,154017,4568,138894.0,10555.0,"Punjab, Pakistan",139.9996193157861,2.965906360986125,166.0
174,,,Sindh,Pakistan,2021-01-25 05:22:16,26.009446,68.77680699999999,241200,3892,219481.0,17827.0,"Sindh, Pakistan",503.6957422110252,1.613598673300166,167.0
175,,,Azad Jammu and Kashmir,Pakistan,2021-01-26 05:22:02,34.027401,73.947253,8855,257,8280.0,318.0,"Azad Jammu and Kashmir, Pakistan",218.8924314882757,2.90231507622812,168.0
176,,,Balochistan,Pakistan,2021-01-26 05:22:02,28.328492,65.898403,18754,193,18293.0,268.0,"Balochistan, Pakistan",151.92304078089447,1.0291137890583342,169.0
177,,,Gilgit-Baltistan,Pakistan,2021-01-26 05:22:02,35.792146,74.982138,4902,102,4775.0,25.0,"Gilgit-Baltistan, Pakistan",483.6303651202072,2.08078335373317,170.0
178,,,Islamabad,Pakistan,2021-01-26 05:22:02,33.665087,73.121219,40892,468,38843.0,1581.0,"Islamabad, Pakistan",2037.9034492657129,1.1444781375330138,171.0
179,,,Khyber Pakhtunkhwa,Pakistan,2021-01-26 05:22:02,34.485332,72.09169,65740,1848,60562.0,3330.0,"Khyber Pakhtunkhwa, Pakistan",215.37594913746585,2.8110739275935503,172.0
180,,,Punjab,Pakistan,2021-01-26 05:22:02,30.811346,72.13913199999998,154717,4608,139421.0,10688.0,"Punjab, Pakistan",140.63591098177787,2.978341100202305,173.0
181,,,Sindh,Pakistan,2021-01-26 05:22:02,26.009446,68.77680699999999,242054,3900,219952.0,18202.0,"Sindh, Pakistan",505.4791425586545,1.6112107215745246,174.0
182,,,Azad Jammu and Kashmir,Pakistan,2021-01-27 05:23:41,34.027401,73.947253,8877,258,8297.0,322.0,"Azad Jammu and Kashmir, Pakistan",219.4362636161969,2.906387293004393,175.0
183,,,Balochistan,Pakistan,2021-01-27 05:23:41,28.328492,65.898403,18765,193,18315.0,257.0,"Balochistan, Pakistan",152.01214995486217,1.0285105249134026,176.0
184,,,Gilgit-Baltistan,Pakistan,2021-01-27 05:23:41,35.792146,74.982138,4903,102,4781.0,20.0,"Gilgit-Baltistan, Pakistan",483.7290249254132,2.0803589638996534,177.0
185,,,Islamabad,Pakistan,2021-01-27 05:23:41,33.665087,73.121219,40972,469,38970.0,1533.0,"Islamabad, Pakistan",2041.890348315436,1.1446841745582348,178.0
186,,,Khyber Pakhtunkhwa,Pakistan,2021-01-27 05:23:41,34.485332,72.09169,65953,1857,60950.0,3146.0,"Khyber Pakhtunkhwa, Pakistan",216.0737750754987,2.815641441632678,179.0
187,,,Punjab,Pakistan,2021-01-27 05:23:41,30.811346,72.13913199999998,155214,4646,139887.0,10681.0,"Punjab, Pakistan",141.087678064632,2.99328668805649,180.0
188,,,Sindh,Pakistan,2021-01-27 05:23:41,26.009446,68.77680699999999,242793,3925,221007.0,17861.0,"Sindh, Pakistan",507.0223894636874,1.6166034440861146,181.0
189,,,Azad Jammu and Kashmir,Pakistan,2021-01-28 05:22:24,34.027401,73.947253,8931,259,8317.0,355.0,"Azad Jammu and Kashmir, Pakistan",220.77112429382163,2.9000111969544284,182.0
190,,,Balochistan,Pakistan,2021-01-28 05:22:24,28.328492,65.898403,18788,193,18357.0,238.0,"Balochistan, Pakistan",152.19846913679456,1.0272514370875028,183.0
191,,,Gilgit-Baltistan,Pakistan,2021-01-28 05:22:24,35.792146,74.982138,4906,102,4781.0,23.0,"Gilgit-Baltistan, Pakistan",484.0250043410313,2.079086832450061,184.0
192,,,Islamabad,Pakistan,2021-01-28 05:22:24,33.665087,73.121219,41076,472,39079.0,1525.0,"Islamabad, Pakistan",2047.0733170800752,1.1490894926477748,185.0
193,,,Khyber Pakhtunkhwa,Pakistan,2021-01-28 05:22:24,34.485332,72.09169,66198,1870,61462.0,2866.0,"Khyber Pakhtunkhwa, Pakistan",216.8764387131421,2.824858757062147,186.0
194,,,Punjab,Pakistan,2021-01-28 05:22:24,30.811346,72.13913199999998,155805,4661,140545.0,10599.0,"Punjab, Pakistan",141.62489002834792,2.99155996277398,187.0
195,,,Sindh,Pakistan,2021-01-28 05:22:24,26.009446,68.77680699999999,243683,3957,222037.0,17689.0,"Sindh, Pakistan",508.8809682803037,1.6238309607153556,188.0
196,,,Azad Jammu and Kashmir,Pakistan,2021-01-29 05:22:23,34.027401,73.947253,8953,259,8335.0,359.0,"Azad Jammu and Kashmir, Pakistan",221.31495642174283,2.8928850664581702,189.0
197,,,Balochistan,Pakistan,2021-01-29 05:22:23,28.328492,65.898403,18798,194,18363.0,241.0,"Balochistan, Pakistan",152.27947747676518,1.0320246834769655,190.0
198,,,Gilgit-Baltistan,Pakistan,2021-01-29 05:22:23,35.792146,74.982138,4909,102,4787.0,20.0,"Gilgit-Baltistan, Pakistan",484.3209837566497,2.07781625585659,191.0
199,,,Islamabad,Pakistan,2021-01-29 05:22:23,33.665087,73.121219,41176,476,39196.0,1504.0,"Islamabad, Pakistan",2052.0569408922283,1.156013211579561,192.0
200,,,Khyber Pakhtunkhwa,Pakistan,2021-01-29 05:22:23,34.485332,72.09169,66451,1879,61656.0,2916.0,"Khyber Pakhtunkhwa, Pakistan",217.70531177568824,2.827647439466675,193.0
201,,,Punjab,Pakistan,2021-01-29 05:22:23,30.811346,72.13913199999998,156404,4681,141785.0,9938.0,"Punjab, Pakistan",142.16937389681797,2.992890207411575,194.0
202,,,Sindh,Pakistan,2021-01-29 05:22:23,26.009446,68.77680699999999,244340,3969,222623.0,17748.0,"Sindh, Pakistan",510.2529753393112,1.6243758696897763,195.0
203,,,Azad Jammu and Kashmir,Pakistan,2021-01-30 05:22:49,34.027401,73.947253,8972,259,8354.0,359.0,"Azad Jammu and Kashmir, Pakistan",221.7846296231293,2.8867588051716453,196.0
204,,,Balochistan,Pakistan,2021-01-30 05:22:49,28.328492,65.898403,18809,195,18421.0,193.0,"Balochistan, Pakistan",152.36858665073288,1.0367377319368387,197.0
205,,,Gilgit-Baltistan,Pakistan,2021-01-30 05:22:49,35.792146,74.982138,4908,102,4787.0,19.0,"Gilgit-Baltistan, Pakistan",484.2223239514436,2.078239608801956,198.0
206,,,Islamabad,Pakistan,2021-01-30 05:22:49,33.665087,73.121219,41255,475,39309.0,1471.0,"Islamabad, Pakistan",2055.994003703829,1.1513755908374743,199.0
207,,,Khyber Pakhtunkhwa,Pakistan,2021-01-30 05:22:49,34.485332,72.09169,66679,1890,61932.0,2857.0,"Khyber Pakhtunkhwa, Pakistan",218.4522803854136,2.8344756220099283,200.0
208,,,Punjab,Pakistan,2021-01-30 05:22:49,30.811346,72.13913199999998,156928,4716,141991.0,10221.0,"Punjab, Pakistan",142.6456836582175,3.005199836867863,201.0
209,,,Sindh,Pakistan,2021-01-30 05:22:49,26.009446,68.77680699999999,245663,3986,223358.0,18319.0,"Sindh, Pakistan",513.0157840745732,1.6225479620455665,202.0
210,,,Azad Jammu and Kashmir,Pakistan,2021-01-31 05:22:42,34.027401,73.947253,8988,260,8369.0,359.0,"Azad Jammu and Kashmir, Pakistan",222.18014389798105,2.892745883400089,203.0
211,,,Balochistan,Pakistan,2021-01-31 05:22:42,28.328492,65.898403,18815,195,18429.0,191.0,"Balochistan, Pakistan",152.41719165471525,1.0364071219771458,204.0
212,,,Gilgit-Baltistan,Pakistan,2021-01-31 05:22:42,35.792146,74.982138,4908,102,4787.0,19.0,"Gilgit-Baltistan, Pakistan",484.2223239514436,2.078239608801956,205.0
213,,,Islamabad,Pakistan,2021-01-31 05:22:42,33.665087,73.121219,41359,475,39439.0,1445.0,"Islamabad, Pakistan",2061.1769724684686,1.1484803791194178,206.0
214,,,Khyber Pakhtunkhwa,Pakistan,2021-01-31 05:22:42,34.485332,72.09169,66953,1897,62198.0,2858.0,"Khyber Pakhtunkhwa, Pakistan",219.34995318832904,2.833330844024913,207.0
215,,,Punjab,Pakistan,2021-01-31 05:22:42,30.811346,72.13913199999998,157353,4736,142651.0,9966.0,"Punjab, Pakistan",143.0320035982839,3.009793267367003,208.0
216,,,Sindh,Pakistan,2021-01-31 05:22:42,26.009446,68.77680699999999,246437,3992,224101.0,18344.0,"Sindh, Pakistan",514.6321211577877,1.619886624167637,209.0
217,,,Azad Jammu and Kashmir,Pakistan,2021-02-01 05:22:53,34.027401,73.947253,9019,262,8386.0,371.0,"Azad Jammu and Kashmir, Pakistan",222.9464528055064,2.904978378977713,210.0
218,,,Balochistan,Pakistan,2021-02-01 05:22:53,28.328492,65.898403,18823,195,18479.0,149.0,"Balochistan, Pakistan",152.48199832669172,1.035966636561653,211.0
219,,,Gilgit-Baltistan,Pakistan,2021-02-01 05:22:53,35.792146,74.982138,4909,102,4787.0,20.0,"Gilgit-Baltistan, Pakistan",484.3209837566497,2.07781625585659,212.0
220,,,Islamabad,Pakistan,2021-02-01 05:22:53,33.665087,73.121219,41418,475,39562.0,1381.0,"Islamabad, Pakistan",2064.117310517639,1.14684436718335,213.0
221,,,Khyber Pakhtunkhwa,Pakistan,2021-02-01 05:22:53,34.485332,72.09169,67214,1906,62385.0,2923.0,"Khyber Pakhtunkhwa, Pakistan",220.2050356757777,2.8357187490701343,214.0
222,,,Punjab,Pakistan,2021-02-01 05:22:53,30.811346,72.13913199999998,157796,4747,142989.0,10060.0,"Punjab, Pakistan",143.43468532404725,3.0083145326877743,215.0
223,,,Sindh,Pakistan,2021-02-01 05:22:53,26.009446,68.77680699999999,247249,3996,224664.0,18589.0,"Sindh, Pakistan",516.3278132915992,1.6161844941738894,216.0
224,,,Azad Jammu and Kashmir,Pakistan,2021-02-02 05:22:49,34.027401,73.947253,9050,264,8404.0,382.0,"Azad Jammu and Kashmir, Pakistan",223.71276171303165,2.9171270718232045,217.0
225,,,Balochistan,Pakistan,2021-02-02 05:22:49,28.328492,65.898403,18830,196,18497.0,137.0,"Balochistan, Pakistan",152.53870416467117,1.0408921933085502,218.0
226,,,Gilgit-Baltistan,Pakistan,2021-02-02 05:22:49,35.792146,74.982138,4909,102,4788.0,19.0,"Gilgit-Baltistan, Pakistan",484.3209837566497,2.07781625585659,219.0
227,,,Islamabad,Pakistan,2021-02-02 05:22:49,33.665087,73.121219,41493,475,39676.0,1342.0,"Islamabad, Pakistan",2067.855028376754,1.144771407225315,220.0
228,,,Khyber Pakhtunkhwa,Pakistan,2021-02-02 05:22:49,34.485332,72.09169,67419,1912,62537.0,2970.0,"Khyber Pakhtunkhwa, Pakistan",220.876652188908,2.835995787537638,221.0
229,,,Punjab,Pakistan,2021-02-02 05:22:49,30.811346,72.13913199999998,158220,4793,143652.0,9775.0,"Punjab, Pakistan",143.8200962760194,3.0293262545822275,222.0
230,,,Sindh,Pakistan,2021-02-02 05:22:49,26.009446,68.77680699999999,247727,4004,224983.0,18740.0,"Sindh, Pakistan",517.3260162964785,1.6162953573893843,223.0
231,,,Azad Jammu and Kashmir,Pakistan,2021-02-03 05:22:52,34.027401,73.947253,9073,267,8426.0,380.0,"Azad Jammu and Kashmir, Pakistan",224.2813134831311,2.942797310702084,224.0
232,,,Balochistan,Pakistan,2021-02-03 05:22:52,28.328492,65.898403,18836,196,18516.0,124.0,"Balochistan, Pakistan",152.58730916865352,1.0405606285835634,225.0
233,,,Gilgit-Baltistan,Pakistan,2021-02-03 05:22:52,35.792146,74.982138,4910,102,4793.0,15.0,"Gilgit-Baltistan, Pakistan",484.41964356185576,2.077393075356416,226.0
234,,,Islamabad,Pakistan,2021-02-03 05:22:52,33.665087,73.121219,41561,475,39777.0,1309.0,"Islamabad, Pakistan",2071.243892569018,1.142898390317846,227.0
235,,,Khyber Pakhtunkhwa,Pakistan,2021-02-03 05:22:52,34.485332,72.09169,67589,1923,63029.0,2637.0,"Khyber Pakhtunkhwa, Pakistan",221.4336024680892,2.8451375223779016,228.0
236,,,Punjab,Pakistan,2021-02-03 05:22:52,30.811346,72.13913199999998,158793,4806,144208.0,9779.0,"Punjab, Pakistan",144.34094645403837,3.0265817762747727,229.0
237,,,Sindh,Pakistan,2021-02-03 05:22:52,26.009446,68.77680699999999,248270,4033,225297.0,18940.0,"Sindh, Pakistan",518.4599582036949,1.624441132637854,230.0
238,,,Azad Jammu and Kashmir,Pakistan,2021-02-04 05:22:26,34.027401,73.947253,9100,269,8445.0,386.0,"Azad Jammu and Kashmir, Pakistan",224.94874382194345,2.956043956043956,231.0
239,,,Balochistan,Pakistan,2021-02-04 05:22:26,28.328492,65.898403,18840,196,18536.0,108.0,"Balochistan, Pakistan",152.61971250464174,1.040339702760085,232.0
240,,,Gilgit-Baltistan,Pakistan,2021-02-04 05:22:26,35.792146,74.982138,4912,102,4794.0,16.0,"Gilgit-Baltistan, Pakistan",484.61696317226784,2.076547231270358,233.0
241,,,Islamabad,Pakistan,2021-02-04 05:22:26,33.665087,73.121219,41655,478,39871.0,1306.0,"Islamabad, Pakistan",2075.928498952442,1.1475213059656704,234.0
242,,,Khyber Pakhtunkhwa,Pakistan,2021-02-04 05:22:26,34.485332,72.09169,67803,1931,63234.0,2638.0,"Khyber Pakhtunkhwa, Pakistan",222.1347045842348,2.847956580092326,235.0
243,,,Punjab,Pakistan,2021-02-04 05:22:26,30.811346,72.13913199999998,159311,4821,144921.0,9569.0,"Punjab, Pakistan",144.81180228687225,3.026156385936941,236.0
244,,,Sindh,Pakistan,2021-02-04 05:22:26,26.009446,68.77680699999999,248919,4036,226017.0,18866.0,"Sindh, Pakistan",519.815258936261,1.6214109810821995,237.0
245,,,Azad Jammu and Kashmir,Pakistan,2021-02-05 05:22:38,34.027401,73.947253,9144,270,8469.0,405.0,"Azad Jammu and Kashmir, Pakistan",226.0364080777857,2.952755905511811,238.0
246,,,Balochistan,Pakistan,2021-02-05 05:22:38,28.328492,65.898403,18844,196,18547.0,101.0,"Balochistan, Pakistan",152.65211584063005,1.0401188707280833,239.0
247,,,Gilgit-Baltistan,Pakistan,2021-02-05 05:22:38,35.792146,74.982138,4913,102,4794.0,17.0,"Gilgit-Baltistan, Pakistan",484.715622977474,2.0761245674740483,240.0
248,,,Islamabad,Pakistan,2021-02-05 05:22:38,33.665087,73.121219,41734,478,39987.0,1269.0,"Islamabad, Pakistan",2079.8655617640434,1.1453491158288207,241.0
249,,,Khyber Pakhtunkhwa,Pakistan,2021-02-05 05:22:38,34.485332,72.09169,68004,1941,63610.0,2453.0,"Khyber Pakhtunkhwa, Pakistan",222.79321638491368,2.854243868007764,242.0
250,,,Punjab,Pakistan,2021-02-05 05:22:38,30.811346,72.13913199999998,159705,4840,145681.0,9184.0,"Punjab, Pakistan",145.16994359601617,3.030587645972261,243.0
251,,,Sindh,Pakistan,2021-02-05 05:22:38,26.009446,68.77680699999999,249498,4059,226414.0,19025.0,"Sindh, Pakistan",521.0243793124641,1.6268667484308492,244.0
252,,,Azad Jammu and Kashmir,Pakistan,2021-02-06 05:23:55,34.027401,73.947253,9160,270,8488.0,402.0,"Azad Jammu and Kashmir, Pakistan",226.4319223526376,2.947598253275109,245.0
253,,,Balochistan,Pakistan,2021-02-06 05:23:55,28.328492,65.898403,18849,196,18558.0,95.0,"Balochistan, Pakistan",152.69262001061534,1.0398429624913788,246.0
254,,,Gilgit-Baltistan,Pakistan,2021-02-06 05:23:55,35.792146,74.982138,4915,102,4794.0,19.0,"Gilgit-Baltistan, Pakistan",484.9129425878862,2.0752797558494405,247.0
255,,,Islamabad,Pakistan,2021-02-06 05:23:55,33.665087,73.121219,41819,478,40074.0,1267.0,"Islamabad, Pakistan",2084.1016420043743,1.1430211148042757,248.0
256,,,Khyber Pakhtunkhwa,Pakistan,2021-02-06 05:23:55,34.485332,72.09169,68180,1948,63799.0,2433.0,"Khyber Pakhtunkhwa, Pakistan",223.36982373277183,2.857142857142857,249.0
257,,,Punjab,Pakistan,2021-02-06 05:23:55,30.811346,72.13913199999998,160162,4854,146235.0,9073.0,"Punjab, Pakistan",145.58535115509935,3.030681435047015,250.0
258,,,Sindh,Pakistan,2021-02-06 05:23:55,26.009446,68.77680699999999,250043,4066,226752.0,19225.0,"Sindh, Pakistan",522.1624978012908,1.626120307307143,251.0
259,,,Azad Jammu and Kashmir,Pakistan,2021-02-07 05:23:00,34.027401,73.947253,9199,272,8511.0,416.0,"Azad Jammu and Kashmir, Pakistan",227.3959883975888,2.956843135123383,252.0
260,,,Balochistan,Pakistan,2021-02-07 05:23:00,28.328492,65.898403,18859,196,18560.0,103.0,"Balochistan, Pakistan",152.77362835058594,1.039291584919667,253.0
261,,,Gilgit-Baltistan,Pakistan,2021-02-07 05:23:00,35.792146,74.982138,4916,102,4795.0,19.0,"Gilgit-Baltistan, Pakistan",485.0116023930922,2.0748576078112286,254.0
262,,,Islamabad,Pakistan,2021-02-07 05:23:00,33.665087,73.121219,41934,478,40160.0,1296.0,"Islamabad, Pakistan",2089.8328093883497,1.1398864882911242,255.0
263,,,Khyber Pakhtunkhwa,Pakistan,2021-02-07 05:23:00,34.485332,72.09169,68338,1952,63953.0,2433.0,"Khyber Pakhtunkhwa, Pakistan",223.88745987459905,2.8563902952969067,256.0
264,,,Punjab,Pakistan,2021-02-07 05:23:00,30.811346,72.13913199999998,160580,4880,147115.0,8585.0,"Punjab, Pakistan",145.96530817850584,3.0389836841449744,257.0
265,,,Sindh,Pakistan,2021-02-07 05:23:00,26.009446,68.77680699999999,250648,4087,227148.0,19413.0,"Sindh, Pakistan",523.4259137384288,1.6305735533497174,258.0
266,,,Azad Jammu and Kashmir,Pakistan,2021-02-08 05:22:39,34.027401,73.947253,9219,272,8530.0,417.0,"Azad Jammu and Kashmir, Pakistan",227.89038124115345,2.950428462956937,259.0
267,,,Balochistan,Pakistan,2021-02-08 05:22:39,28.328492,65.898403,18869,196,18581.0,92.0,"Balochistan, Pakistan",152.85463669055656,1.0387407917748688,260.0
268,,,Gilgit-Baltistan,Pakistan,2021-02-08 05:22:39,35.792146,74.982138,4916,102,4795.0,19.0,"Gilgit-Baltistan, Pakistan",485.0116023930922,2.0748576078112286,261.0
269,,,Islamabad,Pakistan,2021-02-08 05:22:39,33.665087,73.121219,41994,480,40241.0,1273.0,"Islamabad, Pakistan",2092.8229836756423,1.1430204314902128,262.0
270,,,Khyber Pakhtunkhwa,Pakistan,2021-02-08 05:22:39,34.485332,72.09169,68531,1957,64112.0,2462.0,"Khyber Pakhtunkhwa, Pakistan",224.5197622503753,2.855641972246137,263.0
271,,,Punjab,Pakistan,2021-02-08 05:22:39,30.811346,72.13913199999998,160935,4900,147685.0,8350.0,"Punjab, Pakistan",146.2879989519731,3.044707490601796,264.0
272,,,Sindh,Pakistan,2021-02-08 05:22:39,26.009446,68.77680699999999,251047,4119,227558.0,19370.0,"Sindh, Pakistan",524.2591417696982,1.640728628503826,265.0
273,,,Azad Jammu and Kashmir,Pakistan,2021-02-09 05:23:30,34.027401,73.947253,9238,273,8553.0,412.0,"Azad Jammu and Kashmir, Pakistan",228.36005444254,2.9551851050010827,266.0
274,,,Balochistan,Pakistan,2021-02-09 05:23:30,28.328492,65.898403,18877,196,18593.0,88.0,"Balochistan, Pakistan",152.91944336253306,1.0383005774222598,267.0
275,,,Gilgit-Baltistan,Pakistan,2021-02-09 05:23:30,35.792146,74.982138,4918,102,4795.0,21.0,"Gilgit-Baltistan, Pakistan",485.2089220035044,2.0740138267588453,268.0
276,,,Islamabad,Pakistan,2021-02-09 05:23:30,33.665087,73.121219,42080,480,40352.0,1248.0,"Islamabad, Pakistan",2097.1089001540936,1.1406844106463878,269.0
277,,,Khyber Pakhtunkhwa,Pakistan,2021-02-09 05:23:30,34.485332,72.09169,68625,1964,64206.0,2455.0,"Khyber Pakhtunkhwa, Pakistan",224.8277229929813,2.8619307832422587,270.0
278,,,Punjab,Pakistan,2021-02-09 05:23:30,30.811346,72.13913199999998,161347,4919,148496.0,7932.0,"Punjab, Pakistan",146.66250204681396,3.048708683768524,271.0
279,,,Sindh,Pakistan,2021-02-09 05:23:30,26.009446,68.77680699999999,251434,4132,227948.0,19354.0,"Sindh, Pakistan",525.0673103113055,1.643373608978897,272.0
280,,,Azad Jammu and Kashmir,Pakistan,2021-02-10 05:22:41,34.027401,73.947253,9291,273,8582.0,436.0,"Azad Jammu and Kashmir, Pakistan",229.67019547798645,2.93832741362609,273.0
281,,,Balochistan,Pakistan,2021-02-10 05:22:41,28.328492,65.898403,18891,197,18612.0,82.0,"Balochistan, Pakistan",153.0328550384919,1.0428246254830342,274.0
282,,,Gilgit-Baltistan,Pakistan,2021-02-10 05:22:41,35.792146,74.982138,4920,102,4795.0,23.0,"Gilgit-Baltistan, Pakistan",485.40624161391656,2.073170731707317,275.0
283,,,Islamabad,Pakistan,2021-02-10 05:22:41,33.665087,73.121219,42188,481,40449.0,1258.0,"Islamabad, Pakistan",2102.49121387122,1.1401346354413575,276.0
284,,,Khyber Pakhtunkhwa,Pakistan,2021-02-10 05:22:41,34.485332,72.09169,68786,1970,64653.0,2163.0,"Khyber Pakhtunkhwa, Pakistan",225.35518766914703,2.863954874538424,277.0
285,,,Punjab,Pakistan,2021-02-10 05:22:41,30.811346,72.13913199999998,161757,4948,149268.0,7541.0,"Punjab, Pakistan",147.03518716546623,3.058909351681844,278.0
286,,,Sindh,Pakistan,2021-02-10 05:22:41,26.009446,68.77680699999999,251758,4157,228592.0,19009.0,"Sindh, Pakistan",525.743916532186,1.6511888400765815,279.0
287,,,Azad Jammu and Kashmir,Pakistan,2021-02-11 05:23:55,34.027401,73.947253,9334,276,8614.0,444.0,"Azad Jammu and Kashmir, Pakistan",230.7331400916505,2.9569316477394474,280.0
288,,,Balochistan,Pakistan,2021-02-11 05:23:55,28.328492,65.898403,18898,197,18619.0,82.0,"Balochistan, Pakistan",153.08956087647135,1.0424383532648958,281.0
289,,,Gilgit-Baltistan,Pakistan,2021-02-11 05:23:55,35.792146,74.982138,4923,102,4799.0,22.0,"Gilgit-Baltistan, Pakistan",485.7022210295348,2.071907373552712,282.0
290,,,Islamabad,Pakistan,2021-02-11 05:23:55,33.665087,73.121219,42279,481,40516.0,1282.0,"Islamabad, Pakistan",2107.0263115402786,1.1376806452375885,283.0
291,,,Khyber Pakhtunkhwa,Pakistan,2021-02-11 05:23:55,34.485332,72.09169,68972,1976,64933.0,2063.0,"Khyber Pakhtunkhwa, Pakistan",225.96455679813343,2.864930696514528,284.0
292,,,Punjab,Pakistan,2021-02-11 05:23:55,30.811346,72.13913199999998,162391,4982,149987.0,7422.0,"Punjab, Pakistan",147.6114856172359,3.067904009458652,285.0
293,,,Sindh,Pakistan,2021-02-11 05:23:55,26.009446,68.77680699999999,252296,4171,229215.0,18910.0,"Sindh, Pakistan",526.8674169853764,1.653216856390906,286.0
